p,q,R0,beta,gamma,tau,delay,I_crit,I_crit_ci_low,I_crit_ci_high,frac_no_crossing,reason,n_runs
0.615,0.415,1.375,1.375,1.0,3.0,2.0,0.078,0.078,0.089,0.0,ok,500
0.615,0.415,1.375,1.375,1.0,3.5,0.0,0.063,0.063,0.068,0.0,ok,500
0.615,0.415,1.375,1.375,1.0,3.5,0.25,0.063,0.063,0.068,0.0,ok,500
0.615,0.415,1.375,1.375,1.0,3.5,0.5,0.063,0.063,0.068,0.0,ok,500
0.615,0.415,1.375,1.375,1.0,3.5,0.75,0.063,0.063,0.069,0.0,ok,500
0.615,0.415,1.375,1.375,1.0,3.5,1.0,0.063,0.063,0.069,0.0,ok,500
0.615,0.415,1.375,1.375,1.0,3.5,1.25,0.056,0.056,0.068,0.0,ok,500
0.615,0.415,1.375,1.375,1.0,3.5,1.5,0.056,0.056,0.068,0.0,ok,500
0.615,0.415,1.375,1.375,1.0,3.5,2.0,0.056,0.056,0.064,0.0,ok,500
0.615,0.415,1.375,1.375,1.0,4.0,0.0,0.048,0.048,0.056,0.0,ok,500
0.615,0.415,1.375,1.375,1.0,4.0,0.25,0.048,0.048,0.057,0.0,ok,500
0.615,0.415,1.375,1.375,1.0,4.0,0.5,0.048,0.048,0.056,0.0,ok,500
0.615,0.415,1.375,1.375,1.0,4.0,0.75,0.048,0.048,0.057,0.0,ok,500
0.615,0.415,1.375,1.375,1.0,4.0,1.0,0.048,0.048,0.056,0.0,ok,500
0.615,0.415,1.375,1.375,1.0,4.0,1.25,0.048,0.048,0.057,0.0,ok,500
0.615,0.415,1.375,1.375,1.0,4.0,1.5,0.048,0.048,0.057,0.0,ok,500
0.615,0.415,1.375,1.375,1.0,4.0,2.0,0.039,0.039,0.056,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,2.5,0.0,0.123,0.123,0.132,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,2.5,0.25,0.123,0.123,0.126,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,2.5,0.5,0.107,0.107,0.122,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,2.5,0.75,0.097,0.097,0.119,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,2.5,1.0,0.112,0.112,0.122,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,2.5,1.25,0.107,0.107,0.115,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,2.5,1.5,0.097,0.097,0.112,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,2.5,2.0,0.107,0.107,0.122,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,3.0,0.0,0.098,0.098,0.102,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,3.0,0.25,0.098,0.098,0.1,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,3.0,0.5,0.098,0.098,0.101,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,3.0,0.75,0.089,0.089,0.1,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,3.0,1.0,0.089,0.089,0.099,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,3.0,1.25,0.089,0.089,0.099,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,3.0,1.5,0.089,0.089,0.1,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,3.0,2.0,0.089,0.089,0.09904999999999996,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,3.5,0.0,0.076,0.076,0.079,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,3.5,0.25,0.076,0.076,0.079,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,3.5,0.5,0.076,0.076,0.079,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,3.5,0.75,0.076,0.076,0.079,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,3.5,1.0,0.076,0.076,0.079,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,3.5,1.25,0.076,0.076,0.079,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,3.5,1.5,0.076,0.076,0.079,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,3.5,2.0,0.076,0.076,0.079,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,4.0,0.0,0.05,0.05,0.059,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,4.0,0.25,0.05,0.05,0.058,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,4.0,0.5,0.05,0.05,0.058,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,4.0,0.75,0.05,0.05,0.058,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,4.0,1.0,0.05,0.05,0.059,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,4.0,1.25,0.05,0.05,0.058,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,4.0,1.5,0.05,0.05,0.058,0.0,ok,500
0.615,0.415,1.4375,1.4375,1.0,4.0,2.0,0.05,0.05,0.059,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,2.5,0.0,0.127,0.127,0.133,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,2.5,0.25,0.115,0.115,0.122,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,2.5,0.5,0.115,0.115,0.121,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,2.5,0.75,0.115,0.115,0.121,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,2.5,1.0,0.115,0.115,0.121,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,2.5,1.25,0.115,0.115,0.121,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,2.5,1.5,0.115,0.115,0.121,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,2.5,2.0,0.115,0.115,0.121,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,3.0,0.0,0.099,0.099,0.106,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,3.0,0.25,0.099,0.099,0.106,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,3.0,0.5,0.099,0.099,0.10504999999999995,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,3.0,0.75,0.099,0.099,0.106,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,3.0,1.0,0.099,0.099,0.105,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,3.0,1.25,0.099,0.099,0.105,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,3.0,1.5,0.099,0.099,0.105,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,3.0,2.0,0.099,0.099,0.105,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,3.5,0.0,0.081,0.081,0.08604999999999995,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,3.5,0.25,0.081,0.081,0.087,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,3.5,0.5,0.081,0.081,0.086,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,3.5,0.75,0.081,0.081,0.087,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,3.5,1.0,0.081,0.081,0.086,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,3.5,1.25,0.081,0.081,0.08604999999999995,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,3.5,1.5,0.081,0.081,0.086,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,3.5,2.0,0.081,0.081,0.087,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,4.0,0.0,0.059,0.059,0.065,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,4.0,0.25,0.059,0.059,0.065,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,4.0,0.5,0.059,0.059,0.065,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,4.0,0.75,0.059,0.059,0.065,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,4.0,1.0,0.059,0.059,0.063,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,4.0,1.25,0.059,0.059,0.063,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,4.0,1.5,0.059,0.059,0.065,0.0,ok,500
0.615,0.415,1.5,1.5,1.0,4.0,2.0,0.059,0.059,0.063,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,2.5,0.0,0.138,0.138,0.154,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,2.5,0.25,0.124,0.124,0.154,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,2.5,0.5,0.124,0.124,0.154,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,2.5,0.75,0.124,0.124,0.143,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,2.5,1.0,0.124,0.124,0.154,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,2.5,1.25,0.124,0.124,0.154,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,2.5,1.5,0.124,0.124,0.143,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,2.5,2.0,0.124,0.124,0.143,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,3.0,0.0,0.105,0.105,0.121,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,3.0,0.25,0.105,0.105,0.12124999999999977,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,3.0,0.5,0.105,0.105,0.121,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,3.0,0.75,0.105,0.105,0.121,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,3.0,1.0,0.105,0.105,0.121,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,3.0,1.25,0.105,0.105,0.126,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,3.0,1.5,0.105,0.105,0.121,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,3.0,2.0,0.105,0.105,0.121,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,3.5,0.0,0.092,0.092,0.095,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,3.5,0.25,0.092,0.092,0.096,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,3.5,0.5,0.092,0.092,0.095,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,3.5,0.75,0.092,0.092,0.096,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,3.5,1.0,0.092,0.092,0.096,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,3.5,1.25,0.092,0.092,0.09504999999999995,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,3.5,1.5,0.092,0.092,0.096,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,3.5,2.0,0.092,0.092,0.095,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,4.0,0.0,0.06,0.06,0.066,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,4.0,0.25,0.06,0.06,0.066,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,4.0,0.5,0.06,0.06,0.066,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,4.0,0.75,0.06,0.06,0.066,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,4.0,1.0,0.06,0.06,0.066,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,4.0,1.25,0.06,0.06,0.066,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,4.0,1.5,0.06,0.06,0.066,0.0,ok,500
0.615,0.415,1.75,1.75,1.0,4.0,2.0,0.06,0.06,0.066,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,2.5,0.0,0.157,0.157,0.157,0.352,ok,500
0.275,0.47,1.125,1.125,1.0,2.5,0.25,0.12,0.12,0.145,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,2.5,0.5,0.12,0.12,0.136,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,2.5,0.75,0.11,0.11,0.127,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,2.5,1.0,0.11,0.11,0.133,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,2.5,1.25,0.11,0.11,0.126,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,2.5,1.5,0.11,0.11,0.125,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,2.5,2.0,0.11,0.11,0.13,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,3.0,0.0,0.108,0.108,0.117,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,3.0,0.25,0.092,0.092,0.106,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,3.0,0.5,0.092,0.092,0.108,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,3.0,0.75,0.092,0.092,0.097,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,3.0,1.0,0.089,0.089,0.097,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,3.0,1.25,0.091,0.091,0.097,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,3.0,1.5,0.091,0.091,0.097,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,3.0,2.0,0.091,0.091,0.097,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,3.5,0.0,0.077,0.077,0.079,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,3.5,0.25,0.077,0.077,0.079,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,3.5,0.5,0.074,0.074,0.077,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,3.5,0.75,0.067,0.067,0.075,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,3.5,1.0,0.074,0.074,0.076,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,3.5,1.25,0.069,0.069,0.075,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,3.5,1.5,0.072,0.072,0.074,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,3.5,2.0,0.069,0.069,0.074,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,4.0,0.0,0.049,0.049,0.055,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,4.0,0.25,0.049,0.049,0.054,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,4.0,0.5,0.047,0.047,0.054,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,4.0,0.75,0.047,0.047,0.052,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,4.0,1.0,0.045,0.045,0.052,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,4.0,1.25,0.047,0.047,0.052,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,4.0,1.5,0.047,0.047,0.052,0.0,ok,500
0.275,0.47,1.125,1.125,1.0,4.0,2.0,0.047,0.047,0.054,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,2.5,0.0,0.123,0.123,0.13019999999999982,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,2.5,0.25,0.115,0.115,0.123,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,2.5,0.5,0.115,0.115,0.12,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,2.5,0.75,0.107,0.107,0.119,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,2.5,1.0,0.115,0.115,0.118,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,2.5,1.25,0.115,0.115,0.12,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,2.5,1.5,0.107,0.107,0.115,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,2.5,2.0,0.095,0.095,0.114,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,3.0,0.0,0.089,0.089,0.102,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,3.0,0.25,0.089,0.089,0.095,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,3.0,0.5,0.089,0.089,0.095,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,3.0,0.75,0.087,0.087,0.09,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,3.0,1.0,0.087,0.087,0.09024999999999977,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,3.0,1.25,0.087,0.087,0.09,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,3.0,1.5,0.087,0.087,0.09,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,3.0,2.0,0.087,0.087,0.09,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,3.5,0.0,0.061,0.061,0.073,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,3.5,0.25,0.061,0.061,0.066,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,3.5,0.5,0.061,0.061,0.066,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,3.5,0.75,0.061,0.061,0.066,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,3.5,1.0,0.061,0.061,0.072,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,3.5,1.25,0.061,0.061,0.066,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,3.5,1.5,0.061,0.061,0.066,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,3.5,2.0,0.061,0.061,0.07,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,4.0,0.0,0.045,0.045,0.051,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,4.0,0.25,0.045,0.045,0.049,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,4.0,0.5,0.045,0.045,0.051,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,4.0,0.75,0.045,0.045,0.051,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,4.0,1.0,0.04,0.04,0.049,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,4.0,1.25,0.045,0.045,0.051,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,4.0,1.5,0.045,0.045,0.049,0.0,ok,500
0.275,0.47,1.25,1.25,1.0,4.0,2.0,0.045,0.045,0.051,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,2.5,0.0,0.126,0.126,0.134,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,2.5,0.25,0.116,0.116,0.123,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,2.5,0.5,0.116,0.116,0.11904999999999995,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,2.5,0.75,0.112,0.112,0.119,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,2.5,1.0,0.113,0.113,0.116,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,2.5,1.25,0.102,0.102,0.113,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,2.5,1.5,0.112,0.112,0.116,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,2.5,2.0,0.097,0.097,0.11,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,3.0,0.0,0.09,0.09,0.098,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,3.0,0.25,0.09,0.09,0.096,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,3.0,0.5,0.082,0.082,0.09,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,3.0,0.75,0.09,0.09,0.091,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,3.0,1.0,0.082,0.082,0.09,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,3.0,1.25,0.082,0.082,0.09,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,3.0,1.5,0.082,0.082,0.086,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,3.0,2.0,0.082,0.082,0.091,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,3.5,0.0,0.07,0.07,0.074,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,3.5,0.25,0.07,0.07,0.074,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,3.5,0.5,0.07,0.07,0.07304999999999995,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,3.5,0.75,0.063,0.063,0.073,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,3.5,1.0,0.07,0.07,0.072,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,3.5,1.25,0.063,0.063,0.071,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,3.5,1.5,0.07,0.07,0.072,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,3.5,2.0,0.07,0.07,0.072,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,4.0,0.0,0.048,0.048,0.06,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,4.0,0.25,0.048,0.048,0.06,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,4.0,0.5,0.048,0.048,0.061,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,4.0,0.75,0.048,0.048,0.06,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,4.0,1.0,0.048,0.048,0.061,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,4.0,1.25,0.048,0.048,0.061,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,4.0,1.5,0.048,0.048,0.049,0.0,ok,500
0.275,0.47,1.3125,1.3125,1.0,4.0,2.0,0.048,0.048,0.06,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,2.5,0.0,0.118,0.118,0.132,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,2.5,0.25,0.104,0.104,0.116,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,2.5,0.5,0.104,0.104,0.117,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,2.5,0.75,0.097,0.097,0.107,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,2.5,1.0,0.097,0.097,0.114,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,2.5,1.25,0.104,0.104,0.115,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,2.5,1.5,0.097,0.097,0.112,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,2.5,2.0,0.097,0.097,0.114,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,3.0,0.0,0.078,0.078,0.093,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,3.0,0.25,0.078,0.078,0.093,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,3.0,0.5,0.078,0.078,0.09,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,3.0,0.75,0.078,0.078,0.09,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,3.0,1.0,0.078,0.078,0.093,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,3.0,1.25,0.078,0.078,0.09,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,3.0,1.5,0.078,0.078,0.089,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,3.0,2.0,0.078,0.078,0.09,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,3.5,0.0,0.063,0.063,0.069,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,3.5,0.25,0.063,0.063,0.069,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,3.5,0.5,0.063,0.063,0.069,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,3.5,0.75,0.063,0.063,0.068,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,3.5,1.0,0.063,0.063,0.068,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,3.5,1.25,0.056,0.056,0.064,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,3.5,1.5,0.056,0.056,0.064,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,3.5,2.0,0.056,0.056,0.064,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,4.0,0.0,0.048,0.048,0.057,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,4.0,0.25,0.048,0.048,0.057,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,4.0,0.5,0.048,0.048,0.056,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,4.0,0.75,0.048,0.048,0.056,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,4.0,1.0,0.048,0.048,0.056,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,4.0,1.25,0.048,0.048,0.057,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,4.0,1.5,0.048,0.048,0.056,0.0,ok,500
0.275,0.47,1.375,1.375,1.0,4.0,2.0,0.039,0.039,0.052,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,2.5,0.0,0.123,0.123,0.131,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,2.5,0.25,0.123,0.123,0.125,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,2.5,0.5,0.123,0.123,0.125,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,2.5,0.75,0.122,0.122,0.123,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,2.5,1.0,0.122,0.122,0.12304999999999995,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,2.5,1.25,0.122,0.122,0.123,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,2.5,1.5,0.097,0.097,0.123,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,2.5,2.0,0.123,0.123,0.124,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,3.0,0.0,0.098,0.098,0.1,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,3.0,0.25,0.098,0.098,0.101,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,3.0,0.5,0.098,0.098,0.1,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,3.0,0.75,0.089,0.089,0.099,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,3.0,1.0,0.089,0.089,0.099,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,3.0,1.25,0.089,0.089,0.099,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,3.0,1.5,0.089,0.089,0.099,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,3.0,2.0,0.089,0.089,0.099,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,3.5,0.0,0.076,0.076,0.079,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,3.5,0.25,0.076,0.076,0.079,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,3.5,0.5,0.076,0.076,0.079,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,3.5,0.75,0.076,0.076,0.079,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,3.5,1.0,0.076,0.076,0.079,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,3.5,1.25,0.076,0.076,0.079,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,3.5,1.5,0.076,0.076,0.079,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,3.5,2.0,0.076,0.076,0.079,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,4.0,0.0,0.05,0.05,0.058,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,4.0,0.25,0.05,0.05,0.059,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,4.0,0.5,0.05,0.05,0.058,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,4.0,0.75,0.05,0.05,0.058,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,4.0,1.0,0.05,0.05,0.059,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,4.0,1.25,0.05,0.05,0.058,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,4.0,1.5,0.05,0.05,0.058,0.0,ok,500
0.275,0.47,1.4375,1.4375,1.0,4.0,2.0,0.05,0.05,0.058,0.0,ok,500
0.275,0.47,1.5,1.5,1.0,2.5,0.0,0.122,0.122,0.128,0.0,ok,500
0.275,0.47,1.5,1.5,1.0,2.5,0.25,0.121,0.121,0.127,0.0,ok,500
0.275,0.47,1.5,1.5,1.0,2.5,0.5,0.121,0.121,0.127,0.0,ok,500
0.275,0.47,1.5,1.5,1.0,2.5,0.75,0.115,0.115,0.121,0.0,ok,500
0.275,0.47,1.5,1.5,1.0,2.5,1.0,0.115,0.115,0.12104999999999995,0.0,ok,500
0.275,0.47,1.5,1.5,1.0,2.5,1.25,0.115,0.115,0.121,0.0,ok,500
